player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Year,Category,smart_id,college_conference,college_name,draft_club,draftround,draft_number,rookie_year,season
joe gaziano,27949,DI,LAC,14,3,1,NA,1,0,27,0,0,67.4,61.4,52.7,59,56.3,61,2,4,0,0,NA,7.1,1,0,1,0,0,0,0,0,0,0,214,214,0,88,10,116,0,0,128,86,0,7,10,1,0,6,0,0,0,NA,2021,Defense,32004741-5a42-6541-8d4c-9d136fb0020f,Big Ten Conference,Northwestern,NA,UDFA,NA,2020,2
rashod berry,28071,ED,DET,5,0,0,100,0,0,11,0,0,42.9,44.6,78.6,59.2,43,72,1,2,0,0,19,0,0,0,0,118.8,1,0,0,0,0,4,62,62,0,0,62,0,0,0,31,27,0,0,2,0,1,3,0,19,7,19,2021,Defense,32004245-5260-0597-cdc3-1a343dc95213,Big Ten Conference,Ohio State,NA,UDFA,NA,2020,2
davon hamilton,28072,DI,JAX,16,13,2,NA,0,0,15,1,0,59.7,52.8,72.2,61.8,49.9,59.4,1,8,0,0,NA,6.7,3,0,1,0,0,1,0,0,0,0,443,441,143,297,0,1,0,2,168,275,0,20,29,1,0,10,0,0,0,NA,2021,Defense,32004841-4d20-5852-77dc-f6d40bb66091,Big Ten Conference,Ohio State,JAX,3,73,2020,2
jashon cornell,28074,DI,DET,1,0,0,NA,0,0,11,0,0,NA,57.2,69.2,56.1,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,NA,2021,Defense,3200434f-5247-9071-b05d-05b18add8ce3,Big Ten Conference,Ohio State,DET,7,235,2020,2
dremont jones,28075,DI,DEN,16,8,1,NA,1,1,10,1,0,56.7,57.8,20.2,69.3,50.8,48,7,28,0,0,NA,11.1,3,0,6,0,0,5,0,3,0,1,614,611,0,301,58,252,0,3,422,191,0,14,16,5,0,40,0,0,0,NA,2021,Defense,32004a4f-4e26-3738-301d-a05e4abae41c,Big Ten Conference,Ohio State,DEN,3,71,2019,3
damon arnette,28080,CB,LV,4,1,0,62.5,0,0,23,0,0,29.6,32.9,76.7,NA,66.1,45.1,0,0,0,0,52,20,1,1,0,103.1,5,0,0,8,50,41,61,0,0,0,0,0,0,61,0,20,2,0,3,0,8,0,0,94,26,18.8,2021,Defense,32004152-4e34-8973-9109-966ba8411b32,Big Ten Conference,Ohio State,LV,1,19,2020,2
malik harrison,28081,LB,BLT,8,4,0,76.5,0,0,3,0,0,33.1,42.1,79,57.2,60,47.3,0,2,0,0,46,14.3,3,0,0,144.2,13,0,0,136,2,87,171,22,0,0,22,0,0,149,15,69,11,4,14,2,17,2,2,160,141,12.3,2021,Defense,32004841-5260-5109-5b0d-c966f8ba7e71,Big Ten Conference,Ohio State,BAL,3,98,2020,2
jerome baker,28091,LB,MIA,16,13,0,71.9,0,1,17,0,0,66.1,60.9,76.8,76.2,42.4,64.8,9,16,0,1,26,10.9,10,2,1,91.1,46,6,0,498,15,450,971,410,0,0,410,0,0,561,156,365,48,38,69,3,64,31,2,387,257,8.4,2021,Defense,32004241-4b23-5897-aef9-6a41c25680b7,Big Ten Conference,Ohio State,MIA,3,73,2018,4
keandre jones,28092,LB,CIN,1,1,0,NA,0,0,7,0,0,63.6,36.2,68.1,NA,47.5,73.2,0,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,2,5,1,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,NA,2021,Defense,32004a4f-4e51-8595-eee3-39ef53f42e49,Big Ten Conference,Maryland,NA,UDFA,NA,2020,2
neville gallimore,28094,DI,DAL,6,5,0,NA,0,0,9,0,0,56.9,49.8,52.4,53.3,54,42.5,0,6,0,0,NA,11.8,2,0,1,0,0,2,0,1,0,0,194,193,61,99,6,27,0,1,114,80,0,9,10,2,0,8,0,0,0,NA,2021,Defense,32004741-4c63-6611-9d1e-0291de0dd367,Big Twelve Conference,Oklahoma,DAL,3,82,2020,2
tremon smith,28196,CB,HST,7,3,0,76.9,0,0,13,0,0,54.4,58.3,81.6,NA,76.3,56.7,0,0,0,0,29,13.3,2,0,0,126.1,10,0,0,7,160,109,179,3,0,0,3,0,0,176,0,70,9,4,10,0,13,0,1,107,50,10.7,2021,Defense,3200534d-4976-4498-d780-e77149b5cc50,Southland Conference,Central Arkansas,KC,6,196,2018,4
troy dye,28251,LB,MIN,3,2,0,NA,0,0,18,0,0,62.7,60.6,76.6,NA,57.4,61.3,0,0,0,0,NA,9.1,1,0,0,0,0,0,0,52,0,29,54,0,0,0,0,0,0,54,0,25,2,3,8,0,0,0,0,0,0,NA,2021,Defense,32004459-4530-5092-a5b4-c72f08356d17,Pacific Twelve Conference,Oregon,MIN,4,132,2020,2
kevin givens,28308,DI,SF,16,4,1,NA,0,1,28,0,0,52.7,57.6,84.2,61.2,59.7,57,3,10,0,0,NA,8,2,0,0,0,0,1,0,0,0,6,290,289,8,227,0,54,0,1,168,116,0,15,19,2,0,14,0,0,0,NA,2021,Defense,32004749-5624-5959-14bf-449fc8a378ba,Big Ten Conference,Penn State,NA,UDFA,NA,2019,3
myles adams,28430,NT,SEA,2,3,0,NA,0,0,29,0,0,60,64.5,75.8,78.9,51.2,72.2,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,33,33,16,15,0,2,0,0,17,16,0,1,2,1,0,2,0,0,0,NA,2021,Defense,32004144-4151-9905-70d2-92877257b064,Conference USA,Rice,NA,UDFA,NA,2020,2
bilal nichols,28451,DI,CHI,17,18,0,NA,1,0,6,2,0,72,61.3,62,53.9,62.6,74.2,6,21,0,0,NA,2,1,0,2,0,0,4,0,1,0,2,679,677,22,382,33,240,0,2,374,303,0,20,31,3,0,31,0,0,0,NA,2021,Defense,32004e49-4315-7723-15af-9c11ab40ab57,Colonial Athletic Association,Delaware,CHI,5,145,2018,4
jimmy moreland,28704,CB,HST,1,0,0,NA,0,0,13,0,0,NA,62.5,70.9,NA,61.3,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,7,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,NA,2021,Defense,32004d4f-5210-6996-9c73-a7c94d22bb81,Colonial Athletic Association,James Madison,WAS,7,227,2019,3
jermaine carter,28838,LB,CAR,17,24,0,86.5,0,0,5,1,0,48,42.6,61.5,64.6,40.4,36.7,4,7,0,0,42,18.5,20,1,2,119.1,32,0,0,797,3,412,852,22,0,0,22,0,2,830,45,395,28,38,64,4,37,11,1,386,233,12.1,2021,Defense,32004341-5266-3960-4303-c8ffb585f7c5,Big Ten Conference,Maryland,CAR,5,161,2018,4
deshon elliott,28854,S,BLT,6,1,0,60,0,0,3,0,0,61.7,65.6,84.4,70.1,66.2,52.1,2,3,0,1,27,20,5,0,0,47.9,6,1,0,90,5,196,305,29,0,0,29,0,151,276,17,92,30,6,19,2,10,6,0,85,13,14.2,2021,Defense,3200454c-4c27-9522-d1e7-5cd70d5401d2,Big Twelve Conference,Texas,BAL,6,190,2018,4
robert jackson,28990,CB,BLT,2,1,0,80,0,0,3,0,0,55.1,57.5,77,NA,65.9,76.9,0,0,0,0,11,0,0,0,0,126.3,4,0,0,3,36,31,43,0,0,0,0,0,0,43,0,12,4,1,2,0,5,0,2,24,13,6,2021,Defense,32004a41-4350-2943-2c26-7b288d95afa8,Mountain West Conference,Nevada-Las Vegas,NA,UDFA,NA,2018,4
joejuan williams,29113,CB,NE,13,2,0,62.5,0,0,19,0,0,54.7,59.3,83.7,68.1,73.7,87,1,0,0,0,40,0,0,4,1,136.5,15,0,0,22,240,179,295,4,0,0,4,0,1,291,2,114,28,2,21,0,24,1,3,246,86,16.4,2021,Defense,32005749-4c13-2673-3aea-3728cae94d2a,Southeastern Conference,Vanderbilt,NE,2,45,2019,3
darius harris,29188,LB,KC,1,0,0,NA,0,0,16,0,0,NA,59.9,60,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2021,Defense,32004841-5236-0241-1c00-a7d0bf425d0c,Conference USA,Middle Tennessee,NA,UDFA,NA,2019,3
david long,29367,LB,TEN,11,26,0,77.8,0,0,31,0,0,63.4,68,57.2,79.3,66.6,44.7,2,7,0,2,58,15.2,15,3,2,86.1,42,1,0,588,7,437,675,37,0,0,37,0,9,638,53,185,34,29,58,5,54,10,0,452,271,10.8,2021,Defense,32004c4f-4e20-9927-7a66-9bb9ab3a3708,Big Twelve Conference,West Virginia,TEN,6,188,2019,3
germaine pratt,29407,LB,CIN,19,24,0,82.6,1,2,7,2,0,56.2,54,88.1,47.1,53.1,54.5,1,3,0,2,25,13.2,17,1,1,96,57,1,0,656,6,487,914,195,0,0,195,0,10,719,50,377,46,40,88,8,69,5,2,526,303,9.2,2021,Defense,32005052-4163-5713-12ab-3117ec02a181,Atlantic Coast Conference,North Carolina State,CIN,3,72,2019,3
chris board,29456,LB,BLT,16,12,0,94.4,0,0,3,0,0,58.5,53.6,85.1,58.9,42.9,69.8,1,7,0,0,24,6.9,2,0,1,109.7,17,0,0,250,5,201,337,55,0,0,55,0,6,282,60,76,20,7,15,0,18,8,0,186,123,10.9,2021,Defense,3200424f-4130-2232-8cd6-570ec704a161,Missouri Valley Football Conference,North Dakota State,NA,UDFA,NA,2018,4
logan wilson,29623,LB,CIN,17,34,0,81.2,0,1,7,0,0,63.4,61.5,86.9,58.3,56.6,69.5,2,4,0,5,35,10.6,16,1,1,83.2,69,1,0,836,13,613,976,57,0,0,57,0,2,919,44,319,67,43,101,8,85,7,2,678,409,9.8,2021,Defense,32005749-4c74-7370-743f-2000a41bbeba,Mountain West Conference,Wyoming,CIN,3,65,2020,2
dakota allen,30076,LB,JAX,4,2,0,0,0,1,15,0,0,50.3,49.2,75.6,54,56.2,45.6,0,0,0,0,NA,16.7,1,0,0,39.6,0,0,0,37,0,19,43,5,0,0,5,0,0,38,5,19,1,3,3,0,1,0,0,0,0,NA,2021,Defense,3200414c-4c09-4160-356e-d20a0a6b147d,Big Twelve Conference,Texas Tech,LA,7,251,2019,3
ty summers,30242,LB,GB,2,0,0,100,0,0,12,0,0,28.3,26.6,72.8,NA,40.5,29.3,0,0,0,0,12,33.3,2,0,0,99.2,5,0,0,27,0,14,29,0,0,0,0,0,0,29,0,15,2,2,4,0,5,0,0,39,22,7.8,2021,Defense,32005355-4d60-6964-28e0-f107fd758851,Big Twelve Conference,Texas Christian,GB,7,226,2019,3
andrew van ginkel,30267,ED,MIA,17,9,4,84.6,0,1,17,0,0,30.1,61.8,69.1,70.1,71.7,48.2,16,23,0,0,28,15.5,11,2,3,115.5,22,6,0,71,2,168,801,717,0,0,717,0,0,84,307,326,10,38,51,7,26,45,1,225,212,10.2,2021,Defense,32005641-4e46-3493-ddb1-0c81031159d0,Big Ten Conference,Wisconsin,MIA,5,151,2019,3
derick roberson,30462,ED,TEN,5,2,0,NA,0,0,31,0,0,65.4,80.7,81,62.2,85.6,56.7,2,2,0,0,NA,11.1,1,0,0,0,0,2,0,0,0,4,86,86,0,0,85,1,0,0,47,35,0,5,6,2,0,6,0,0,0,NA,2021,Defense,3200524f-4206-9805-8eb3-eced7a862241,Southland Conference,Sam Houston State,NA,UDFA,NA,2019,3
jabril cox,30669,LB,DAL,3,0,0,NA,0,0,9,0,0,62.7,73.3,72.9,NA,67.1,70.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,4,9,5,0,0,5,0,0,4,0,5,0,1,1,0,0,0,0,0,0,NA,2021,Defense,3200434f-5831-5503-5fb9-edf18e12b912,Southeastern Conference,Louisiana State,DAL,4,115,2021,1
tj edwards,30737,LB,PHI,17,39,0,85,0,0,24,1,0,68.9,75.5,83.3,70.2,76.6,83.9,1,1,0,1,64,4.7,6,4,0,103.4,51,1,0,679,1,406,719,1,0,0,1,0,1,718,15,298,37,40,84,4,60,3,2,469,254,9.2,2021,Defense,32004544-5768-8767-cb1e-50db2aafad56,Big Ten Conference,Wisconsin,NA,UDFA,NA,2019,3
dee delaney,31078,CB,TB,8,2,0,70.8,0,0,30,0,0,53.4,54.9,82,57.5,62.6,47.1,0,0,0,1,24,20,4,1,2,93.2,17,0,0,16,183,144,213,2,0,0,2,0,0,211,2,67,12,3,14,0,24,0,1,205,45,12.1,2021,Defense,32004445-4c08-1488-9a76-6921e2bdb091,Atlantic Coast Conference,Miami,NA,UDFA,NA,2018,4
george odum,31342,FS,IND,15,8,0,63.2,0,0,14,1,0,60.7,62.9,44.8,76.7,66.8,75.4,1,1,0,1,42,8.3,4,1,1,114.7,12,0,0,95,7,307,472,22,0,0,22,0,313,450,4,161,34,5,36,0,19,2,3,193,34,16.1,2021,Defense,32004f44-5540-1791-6650-dd05691b1af8,Southland Conference,Central Arkansas,NA,UDFA,NA,2018,4
khalen saunders,31534,DI,KC,7,4,0,NA,0,0,16,0,0,58.1,53.9,82.7,57.5,53.2,72.2,0,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,144,144,35,105,0,4,0,0,77,65,0,3,4,0,0,5,0,0,0,NA,2021,Defense,32005341-5569-3939-9295-450ef4e2975c,Missouri Valley Football Conference,Western Illinois,KC,3,84,2019,3
abdullah anderson,32708,DI,GB,3,0,0,NA,0,0,12,0,0,NA,58.6,77.2,65.1,48.8,26.4,0,4,0,0,NA,50,1,0,0,0,0,0,0,0,0,0,49,49,1,28,2,18,0,0,35,14,0,0,1,0,0,4,0,0,0,NA,2021,Defense,3200414e-4403-6084-a688-4c85df702070,Patriot League,Bucknell,NA,UDFA,NA,2018,4
dane jackson,32989,CB,BUF,15,6,0,58.5,1,0,4,0,0,53.7,58.1,55.5,55.6,77.1,58,0,0,0,0,61,8,4,5,4,81.1,24,0,0,44,542,390,620,18,0,0,18,0,3,602,2,228,13,9,40,1,41,0,0,298,114,12.4,2021,Defense,32004a41-4311-8718-7ddd-1f735d6a472a,Atlantic Coast Conference,Pittsburgh,BUF,7,239,2020,2
deandre baker,33356,CB,KC,9,2,0,75,0,0,16,0,0,56,59,84.2,60,68.1,39.3,0,0,0,0,43,18.2,4,0,1,118.2,18,0,0,8,227,178,239,0,0,0,0,0,0,239,2,59,3,5,16,0,24,0,1,229,125,12.7,2021,Defense,32004241-4b15-3940-10a0-574123606152,Southeastern Conference,Georgia,NYG,1,30,2019,3
cam gill,33560,ED,TB,10,0,0,100,0,0,30,0,0,26.4,34.6,80.6,50.1,54,56.7,1,4,0,0,16,20,1,0,0,145.8,4,2,0,0,0,7,109,109,0,0,109,0,0,0,82,20,0,2,4,0,4,7,2,38,29,9.5,2021,Defense,32004749-4c28-4053-402c-98d5b77b4100,Northeast Conference,Wagner,NA,UDFA,NA,2020,2
robert rochell,33693,CB,LA,10,2,0,65,0,0,26,0,0,60.7,61.9,82.6,NA,63.8,45.3,0,0,0,1,23,17.6,3,3,1,88.8,13,0,0,16,214,146,233,1,0,0,1,0,0,232,0,87,2,0,12,0,20,0,1,176,56,13.5,2021,Defense,3200524f-4317-4205-2ef5-3842925c4c60,Atlantic Sun Conference,Central Arkansas,LA,4,130,2021,1
nasir adderley,33880,FS,LAC,15,23,0,67.6,0,1,27,1,0,62.9,67.3,64.8,91.6,70.7,52.7,1,0,0,0,71,15.8,18,4,1,129.9,23,1,0,246,4,581,987,7,0,0,7,0,610,980,4,402,120,17,73,3,34,2,5,260,144,11.3,2021,Defense,32004144-4417-2048-c82e-d72eac396ce9,Colonial Athletic Association,Delaware,LAC,2,60,2019,3
mike hughes,34057,CB,KC,20,1,0,61.3,0,4,16,1,1,72.2,72.9,87.9,60,68.5,76.2,0,0,0,1,37,5.8,3,6,0,112.2,46,0,0,18,571,427,609,8,0,0,8,0,1,601,1,181,9,10,48,0,75,0,8,522,150,11.3,2021,Defense,32004855-4754-2324-a94f-a4e9cd1c93c1,American Athletic Conference,Central Florida,MIN,1,30,2018,4
kendall sheffield,34105,CB,ATL,2,1,0,50,0,0,2,0,0,62.1,64.2,81.7,NA,67.6,76.7,0,0,0,0,10,0,0,0,0,64.6,1,0,0,2,42,28,53,0,0,0,0,0,0,53,0,25,8,0,3,0,2,0,0,10,-1,10,2021,Defense,32005348-4519-2172-ea4d-c32aeac3ef77,Big Ten Conference,Ohio State,ATL,4,111,2019,3
jovante moffatt,34207,S,CLV,1,1,0,100,0,0,8,0,0,62.7,58.2,76.3,55.8,49.5,64.9,0,0,0,0,16,14.3,1,0,0,118.8,3,0,0,18,0,37,54,6,0,0,6,0,21,48,2,15,9,3,5,0,3,0,0,40,14,13.3,2021,Defense,32004d4f-4613-3180-cf83-0be83f4c1c17,Conference USA,Middle Tennessee,NA,UDFA,NA,2020,2
kris boyd,34222,CB,MIN,7,2,0,78.6,1,0,18,0,0,37.4,39,0,55.7,65.9,60.7,0,0,0,0,37,13,3,0,2,145.2,22,0,0,16,134,102,160,3,0,0,3,0,0,157,2,56,7,6,18,1,28,0,3,288,91,13.1,2021,Defense,3200424f-5922-9979-6eee-45a0ed047330,Big Twelve Conference,Texas,MIN,7,217,2019,3
darnell savage,34247,FS,GB,18,11,0,66.7,1,0,12,0,0,60.6,57.3,26.4,72.8,50.7,56,1,3,0,2,70,16.9,12,7,4,116.6,30,0,0,179,3,706,1071,2,0,0,2,0,725,1069,6,359,162,9,48,2,45,4,6,409,191,13.6,2021,Defense,32005341-5642-6683-d1ee-77f79bcf3445,Big Ten Conference,Maryland,GB,1,21,2019,3
gavin heslop,34321,FS,SEA,1,0,0,NA,0,0,29,0,0,61.2,61.7,72.7,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,NA,2021,Defense,32004845-5310-4068-a62d-143f9bb3511a,Colonial Athletic Association,Stony Brook,NA,UDFA,NA,2020,2
zayne anderson,34622,FS,KC,1,0,0,NA,0,0,16,0,0,61.3,62.1,71.1,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,NA,2021,Defense,3200414e-4462-6731-d434-d36c7dd7abed,Independent,Brigham Young,NA,UDFA,NA,2021,1
zack baun,34632,LB,NO,9,2,0,78.6,0,0,20,0,0,38.4,44.6,21.9,59.6,59.6,52.3,2,1,0,0,32,13,3,0,1,108.3,11,0,0,122,1,82,194,59,0,0,59,0,0,135,18,94,12,5,18,0,14,3,0,140,104,12.7,2021,Defense,32004241-5567-7316-c31c-c66079e71b79,Big Ten Conference,Wisconsin,NO,3,74,2020,2
johnathan abram,34646,S,LV,14,24,0,79.4,0,0,23,1,0,54.2,56.9,63.8,69.1,59.8,57.4,3,2,0,1,38,14.2,17,3,2,105.2,54,1,0,503,25,564,955,63,0,0,63,0,119,892,21,370,244,33,79,5,68,6,4,409,253,7.6,2021,Defense,32004142-5215-9741-f276-aebd8758d3ad,Southeastern Conference,Mississippi State,OAK,1,27,2019,3
akeem davis-gaither,34788,LB,CIN,9,5,0,66.7,0,1,7,0,0,57,60.2,80.1,54,70.1,35.8,0,1,0,0,23,21.9,7,2,0,81.3,16,0,0,162,3,161,207,27,0,0,27,0,0,180,13,33,15,9,20,0,24,1,0,136,94,8.5,2021,Defense,32004441-5681-6473-4bbb-eb231ca69181,Sun Belt Conference,Appalachian State,CIN,4,107,2020,2
jordan glasgow,34816,LB,IND,1,0,0,NA,0,0,14,0,0,NA,61.4,60.1,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2021,Defense,3200474c-4136-0070-9c20-41c1f66d52a0,Big Ten Conference,Michigan,IND,6,213,2020,2
jamel dean,34918,CB,TB,17,3,0,52.4,0,1,30,0,0,74.7,71.8,88.8,54.7,46.4,78.8,0,0,0,2,31,6,4,5,6,62.3,43,0,0,36,737,579,823,11,0,0,11,0,1,812,2,242,38,22,60,2,82,0,1,446,163,10.4,2021,Defense,32004445-4111-4360-a36f-715884a085df,Southeastern Conference,Auburn,TB,3,94,2019,3
trevis gipson,35241,ED,CHI,16,7,2,100,1,5,6,1,0,47,70.4,58.8,87,50.8,58.3,1,16,0,0,23,12.9,4,0,2,118.8,3,10,0,5,1,23,489,472,0,0,470,2,0,17,229,237,11,20,20,3,3,27,0,41,32,13.7,2021,Defense,32004749-5056-4972-92bf-717d307ebaac,American Athletic Conference,Tulsa,CHI,5,155,2020,2
blake cashman,35413,LB,NYJ,1,0,0,60,0,0,22,0,0,29.4,29.1,74.7,50.5,54.2,41.1,0,1,0,0,28,33.3,1,0,0,89.6,3,0,0,24,0,19,33,7,0,0,7,0,0,26,3,11,2,1,2,0,5,1,0,45,46,15,2021,Defense,32004341-5331-6185-2b37-0d7120bc9212,Big Ten Conference,Minnesota,NYJ,5,157,2019,3
kenny willekes,35624,ED,MIN,6,4,0,NA,0,0,18,0,0,65,63.1,86.3,59.9,55.6,53.7,4,8,0,0,NA,11.1,2,0,0,0,0,3,0,1,0,2,202,201,0,2,176,23,0,1,153,47,0,10,12,0,0,15,0,0,0,NA,2021,Defense,32005749-4c11-7123-5026-0468d1042a12,Big Ten Conference,Michigan State,MIN,7,225,2020,2
noah dawkins,35771,LB,NYJ,1,0,0,NA,0,0,22,0,0,66.1,68.2,73.6,NA,61.8,71.4,0,0,0,0,NA,0,0,0,0,0,0,0,0,10,0,7,14,4,0,0,4,0,0,10,0,7,0,0,1,0,0,0,0,0,0,NA,2021,Defense,32004441-5717-1306-52a9-02351c1d692e,Southern Conference,Citadel,NA,UDFA,NA,2019,3
tae crowder,35774,LB,NYG,17,39,0,74.4,0,0,21,0,0,34.8,29.1,48.3,52.2,28.4,66.3,1,9,0,2,56,8.7,12,4,2,88.5,58,0,0,1004,16,591,1099,24,0,0,24,0,2,1075,54,454,53,37,87,2,78,10,1,578,278,10,2021,Defense,32004352-4f70-2408-f936-6a00444528be,Southeastern Conference,Georgia,NYG,7,255,2020,2
jonas griffith,35858,LB,DEN,5,11,0,80,0,0,10,0,0,61,69.1,79.3,55.4,75.9,72.7,2,1,0,0,20,4.7,2,0,0,88.1,16,0,0,213,3,127,255,0,0,0,0,0,0,255,13,115,39,21,30,5,20,3,0,103,53,6.4,2021,Defense,32004752-4943-9579-7b0e-1758c2b3271a,Missouri Valley Football Conference,Indiana State,NA,UDFA,NA,2020,2
tanner muse,35997,LB,SEA,1,0,0,NA,0,0,29,0,0,NA,59.9,60,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2021,Defense,32004d55-5309-5608-cf11-ed8e106f171c,Atlantic Coast Conference,Clemson,LV,3,100,2020,2
darrell taylor,36001,ED,SEA,16,3,1,66.7,0,1,29,0,0,68.9,57.6,63.8,62.1,47.1,28.4,8,21,0,0,8,33.3,11,0,2,70.1,2,7,0,1,0,31,545,539,0,0,539,0,0,6,326,188,5,20,19,2,3,36,0,9,6,4.5,2021,Defense,32005441-5914-6193-6988-dd442dbf7f65,Southeastern Conference,Tennessee,SEA,2,48,2020,2
austin bryant,36248,ED,DET,14,7,0,100,1,0,11,0,0,51.4,54.5,73,56.2,55.1,28.5,1,8,0,0,1,27.8,10,0,1,79.2,1,5,0,0,1,17,436,431,0,10,380,41,0,5,240,179,4,19,19,0,1,14,0,1,3,1,2021,Defense,32004252-5941-1402-8994-7db01eac3350,Atlantic Coast Conference,Clemson,DET,4,117,2019,3
kyle phillips,36340,ED,NYJ,7,5,0,NA,0,0,22,0,0,52.6,59.8,62.6,54.3,69.8,46.7,2,4,0,0,NA,14.3,2,0,1,0,0,1,0,3,0,4,234,231,0,7,197,27,0,3,121,109,0,6,7,0,0,7,0,0,0,NA,2021,Defense,32005048-4945-8702-3d20-3b6b1242c86d,Southeastern Conference,Tennessee,NA,UDFA,NA,2019,3
rondell carter,36346,ED,HST,1,0,0,NA,0,0,13,0,0,NA,42.3,0,55.6,60,NA,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,17,17,0,0,17,0,0,0,15,2,0,0,0,0,0,0,0,0,0,NA,2021,Defense,32004341-5272-1714-ca97-331a7bcd7931,Colonial Athletic Association,James Madison,NA,UDFA,NA,2020,2
josiah bronson,36668,DI,CLV,7,1,0,NA,0,0,8,0,0,60,45.7,82.3,54.1,43.8,39.9,1,2,0,0,NA,15.4,2,0,0,0,0,0,0,1,0,0,163,162,10,141,0,11,0,1,82,81,0,4,10,1,0,3,0,0,0,NA,2021,Defense,32004252-4f10-6916-1070-bbd830231d92,Pacific Twelve Conference,Washington,NA,UDFA,NA,2021,1
chauncey rivers,36669,ED,GB,4,0,0,NA,0,0,12,0,0,60,56,78.7,57,55.1,72,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,54,54,0,0,54,0,0,0,32,21,0,1,2,0,0,1,0,0,0,NA,2021,Defense,32005249-5643-7618-72e5-8964dd14fd15,Southeastern Conference,Mississippi State,NA,UDFA,NA,2020,2
tj smith,36851,NT,MIN,1,1,0,NA,0,0,18,0,0,NA,56.8,76,55,58.4,29.9,0,0,0,0,NA,25,1,0,0,0,0,0,0,0,0,0,20,20,11,9,0,0,0,0,7,13,0,1,2,0,0,0,0,0,0,NA,2021,Defense,3200534d-4975-4580-eef8-03be1f441848,Southeastern Conference,Arkansas,NA,UDFA,NA,2020,2
albert huggins,36862,DI,NO,9,6,0,NA,0,0,20,0,0,57.6,46.5,83.3,48.7,49.6,59.1,3,3,0,0,NA,6.7,1,0,0,0,0,0,0,0,0,3,219,219,6,203,0,10,0,0,114,102,0,7,8,0,0,6,0,0,0,NA,2021,Defense,32004855-4708-3882-ade9-6b9b7eeb5fa4,Atlantic Coast Conference,Clemson,NA,UDFA,NA,2019,3
shy tuttle,37279,DI,NO,17,17,3,NA,0,1,20,1,0,70.4,71.7,87,51.3,75.1,58.9,1,6,0,0,NA,7.5,4,0,0,0,0,0,0,0,0,1,494,494,94,397,0,3,0,0,271,222,0,24,32,3,0,7,0,0,0,NA,2021,Defense,32005455-5470-3400-6d15-44afb84d58b9,Southeastern Conference,Tennessee,NA,UDFA,NA,2019,3
darryl johnson,37479,ED,CAR,3,1,0,NA,0,0,5,0,0,NA,39.1,75.2,57.4,38.4,67.3,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,20,0,4,8,8,0,0,11,9,0,0,0,0,0,1,0,0,0,NA,2021,Defense,32004a4f-4800-0013-5f34-a3ef4594d276,Mid-Eastern Athletic Conference,North Carolina A&amp;T,BUF,7,225,2019,3
